home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,result
Goias-GO,GO,Atletico-PR,PR,2,1,2019,9,1
Atletico-MG,MG,Sao Paulo-SP,SP,1,1,2019,9,0
Gremio-RS,RS,Vasco da Gama-RJ,RJ,2,1,2019,10,1
Fortaleza-CE,CE,Avai-SC,SC,2,0,2019,10,1
Bahia-BA,BA,Santos-SP,SP,0,1,2019,10,0
Sao Paulo-SP,SP,Palmeiras-SP,SP,1,1,2019,10,0
Flamengo-RJ,RJ,Goias-GO,GO,6,1,2019,10,1
Cruzeiro-MG,MG,Botafogo-RJ,RJ,0,0,2019,10,0
Corinthians-SP,SP,Csa-AL,AL,1,0,2019,10,1
Atletico-PR,PR,Internacional-RS,RS,1,0,2019,10,1
Chapecoense-SC,SC,Atletico-MG,MG,1,2,2019,10,0
Fluminense-RJ,RJ,Ceara-CE,CE,1,1,2019,10,0
Vasco da Gama-RJ,RJ,Fluminense-RJ,RJ,2,1,2019,11,1
Bahia-BA,BA,Cruzeiro-MG,MG,0,0,2019,11,0
Internacional-RS,RS,Gremio-RS,RS,1,1,2019,11,0
Ceara-CE,CE,Palmeiras-SP,SP,2,0,2019,11,1
Csa-AL,AL,Atletico-PR,PR,0,4,2019,11,0
Botafogo-RJ,RJ,Santos-SP,SP,0,1,2019,11,0
Atletico-MG,MG,Fortaleza-CE,CE,2,2,2019,11,0
Corinthians-SP,SP,Flamengo-RJ,RJ,1,1,2019,11,0
Avai-SC,SC,Goias-GO,GO,0,0,2019,11,0
Sao Paulo-SP,SP,Chapecoense-SC,SC,4,0,2019,11,1
Palmeiras-SP,SP,Vasco da Gama-RJ,RJ,1,1,2019,12,0
Fluminense-RJ,RJ,Sao Paulo-SP,SP,1,2,2019,12,0
Cruzeiro-MG,MG,Atletico-PR,PR,0,2,2019,12,0
Internacional-RS,RS,Ceara-CE,CE,1,0,2019,12,1
Chapecoense-SC,SC,Bahia-BA,BA,0,0,2019,12,0
Santos-SP,SP,Avai-SC,SC,3,1,2019,12,1
Flamengo-RJ,RJ,Botafogo-RJ,RJ,3,2,2019,12,1
Fortaleza-CE,CE,Corinthians-SP,SP,1,3,2019,12,0
Goias-GO,GO,Atletico-MG,MG,0,0,2019,12,0
Csa-AL,AL,Gremio-RS,RS,0,0,2019,12,0
Ceara-CE,CE,Fortaleza-CE,CE,2,1,2019,13,1
Fluminense-RJ,RJ,Internacional-RS,RS,2,1,2019,13,1
Santos-SP,SP,Goias-GO,GO,6,1,2019,13,1
Bahia-BA,BA,Flamengo-RJ,RJ,3,0,2019,13,1
Avai-SC,SC,Botafogo-RJ,RJ,0,2,2019,13,0
Atletico-MG,MG,Cruzeiro-MG,MG,2,0,2019,13,1
Vasco da Gama-RJ,RJ,Csa-AL,AL,0,0,2019,13,0
Corinthians-SP,SP,Palmeiras-SP,SP,1,1,2019,13,0
Gremio-RS,RS,Chapecoense-SC,SC,3,3,2019,13,0
Atletico-PR,PR,Sao Paulo-SP,SP,0,1,2019,13,0
Ceara-CE,CE,Chapecoense-SC,SC,4,1,2019,14,1
Sao Paulo-SP,SP,Santos-SP,SP,3,2,2019,14,1
Flamengo-RJ,RJ,Gremio-RS,RS,3,1,2019,14,1
Atletico-MG,MG,Fluminense-RJ,RJ,2,1,2019,14,1
Internacional-RS,RS,Corinthians-SP,SP,0,0,2019,14,0
Palmeiras-SP,SP,Bahia-BA,BA,2,2,2019,14,0
Botafogo-RJ,RJ,Atletico-PR,PR,2,1,2019,14,1
Avai-SC,SC,Cruzeiro-MG,MG,2,2,2019,14,0
Goias-GO,GO,Vasco da Gama-RJ,RJ,0,1,2019,14,0
Csa-AL,AL,Fortaleza-CE,CE,0,2,2019,14,0
Fortaleza-CE,CE,Internacional-RS,RS,0,1,2019,15,0
Corinthians-SP,SP,Botafogo-RJ,RJ,2,0,2019,15,1
Vasco da Gama-RJ,RJ,Flamengo-RJ,RJ,1,4,2019,15,0
Atletico-PR,PR,Atletico-MG,MG,1,0,2019,15,1
Gremio-RS,RS,Palmeiras-SP,SP,1,1,2019,15,0
Bahia-BA,BA,Goias-GO,GO,1,1,2019,15,0
Fluminense-RJ,RJ,Csa-AL,AL,0,1,2019,15,0
Sao Paulo-SP,SP,Ceara-CE,CE,1,0,2019,15,1
Cruzeiro-MG,MG,Santos-SP,SP,2,0,2019,15,1
Chapecoense-SC,SC,Avai-SC,SC,1,0,2019,15,1
Atletico-MG,MG,Bahia-BA,BA,0,1,2019,16,0
Gremio-RS,RS,Atletico-PR,PR,2,1,2019,16,1
Santos-SP,SP,Fortaleza-CE,CE,3,3,2019,16,0
Vasco da Gama-RJ,RJ,Sao Paulo-SP,SP,2,0,2019,16,1
Goias-GO,GO,Internacional-RS,RS,2,1,2019,16,1
Ceara-CE,CE,Flamengo-RJ,RJ,0,3,2019,16,0
Avai-SC,SC,Corinthians-SP,SP,1,1,2019,16,0
Csa-AL,AL,Cruzeiro-MG,MG,1,1,2019,16,0
Botafogo-RJ,RJ,Chapecoense-SC,SC,0,0,2019,16,0
Palmeiras-SP,SP,Fluminense-RJ,RJ,3,0,2019,16,1
Sao Paulo-SP,SP,Gremio-RS,RS,0,0,2019,17,0
Bahia-BA,BA,Csa-AL,AL,1,0,2019,17,1
Chapecoense-SC,SC,Santos-SP,SP,0,1,2019,17,0
Atletico-PR,PR,Ceara-CE,CE,1,0,2019,17,1
Internacional-RS,RS,Botafogo-RJ,RJ,3,2,2019,17,1
Fortaleza-CE,CE,Goias-GO,GO,2,0,2019,17,1
Flamengo-RJ,RJ,Palmeiras-SP,SP,3,0,2019,17,1
Corinthians-SP,SP,Atletico-MG,MG,1,0,2019,17,1
Cruzeiro-MG,MG,Vasco da Gama-RJ,RJ,1,0,2019,17,1
Fluminense-RJ,RJ,Avai-SC,SC,0,1,2019,17,0
Corinthians-SP,SP,Ceara-CE,CE,2,2,2019,18,0
Vasco da Gama-RJ,RJ,Bahia-BA,BA,0,2,2019,18,0
Fortaleza-CE,CE,Fluminense-RJ,RJ,0,1,2019,18,0
Avai-SC,SC,Flamengo-RJ,RJ,0,3,2019,18,0
Internacional-RS,RS,Sao Paulo-SP,SP,1,0,2019,18,1
Goias-GO,GO,Palmeiras-SP,SP,1,2,2019,18,0
Cruzeiro-MG,MG,Gremio-RS,RS,1,4,2019,18,0
Botafogo-RJ,RJ,Atletico-MG,MG,2,1,2019,18,1
Santos-SP,SP,Atletico-PR,PR,1,1,2019,18,0
Csa-AL,AL,Chapecoense-SC,SC,2,0,2019,18,1
Flamengo-RJ,RJ,Santos-SP,SP,1,0,2019,19,1
Palmeiras-SP,SP,Cruzeiro-MG,MG,1,0,2019,19,1
Chapecoense-SC,SC,Vasco da Gama-RJ,RJ,1,2,2019,19,0
Ceara-CE,CE,Botafogo-RJ,RJ,0,0,2019,19,0
Atletico-MG,MG,Internacional-RS,RS,1,3,2019,19,0
Atletico-PR,PR,Avai-SC,SC,0,1,2019,19,0
Gremio-RS,RS,Goias-GO,GO,3,0,2019,19,1
Fluminense-RJ,RJ,Corinthians-SP,SP,1,0,2019,19,1
Bahia-BA,BA,Fortaleza-CE,CE,1,1,2019,19,0
Sao Paulo-SP,SP,Csa-AL,AL,1,1,2019,19,0
Botafogo-RJ,RJ,Sao Paulo-SP,SP,1,2,2019,20,0
Cruzeiro-MG,MG,Flamengo-RJ,RJ,1,2,2019,20,0
Corinthians-SP,SP,Bahia-BA,BA,2,1,2019,20,1
Santos-SP,SP,Gremio-RS,RS,0,3,2019,20,0
Internacional-RS,RS,Chapecoense-SC,SC,1,0,2019,20,1
Vasco da Gama-RJ,RJ,Atletico-PR,PR,1,1,2019,20,0
Csa-AL,AL,Ceara-CE,CE,1,0,2019,20,1
Fortaleza-CE,CE,Palmeiras-SP,SP,0,1,2019,20,0
Goias-GO,GO,Fluminense-RJ,RJ,3,0,2019,20,1
Avai-SC,SC,Atletico-MG,MG,1,0,2019,20,1
Ceara-CE,CE,Cruzeiro-MG,MG,0,0,2019,21,0
Bahia-BA,BA,Botafogo-RJ,RJ,2,0,2019,21,1
Sao Paulo-SP,SP,Goias-GO,GO,0,1,2019,21,0
Flamengo-RJ,RJ,Internacional-RS,RS,3,1,2019,21,1
Palmeiras-SP,SP,Csa-AL,AL,6,2,2019,21,1
Gremio-RS,RS,Avai-SC,SC,6,1,2019,21,1
Fluminense-RJ,RJ,Santos-SP,SP,1,1,2019,21,0
Atletico-PR,PR,Fortaleza-CE,CE,4,1,2019,21,1
Chapecoense-SC,SC,Corinthians-SP,SP,0,1,2019,21,0
Atletico-MG,MG,Vasco da Gama-RJ,RJ,1,2,2019,21,0
Flamengo-RJ,RJ,Sao Paulo-SP,SP,0,0,2019,22,0
Corinthians-SP,SP,Vasco da Gama-RJ,RJ,1,0,2019,22,1
Santos-SP,SP,Csa-AL,AL,2,0,2019,22,1
Internacional-RS,RS,Palmeiras-SP,SP,1,1,2019,22,0
Fluminense-RJ,RJ,Gremio-RS,RS,2,1,2019,22,1
Atletico-MG,MG,Ceara-CE,CE,2,1,2019,22,1
Atletico-PR,PR,Chapecoense-SC,SC,1,1,2019,22,0
Goias-GO,GO,Cruzeiro-MG,MG,1,0,2019,22,1
Fortaleza-CE,CE,Botafogo-RJ,RJ,1,0,2019,22,1
Avai-SC,SC,Bahia-BA,BA,0,2,2019,22,0
Sao Paulo-SP,SP,Fortaleza-CE,CE,2,1,2019,23,1
Vasco da Gama-RJ,RJ,Santos-SP,SP,0,1,2019,23,0
Bahia-BA,BA,Atletico-PR,PR,1,2,2019,23,0
Gremio-RS,RS,Corinthians-SP,SP,0,0,2019,23,0
Cruzeiro-MG,MG,Internacional-RS,RS,1,1,2019,23,0
Chapecoense-SC,SC,Flamengo-RJ,RJ,0,1,2019,23,0
Ceara-CE,CE,Goias-GO,GO,0,1,2019,23,0
Palmeiras-SP,SP,Atletico-MG,MG,1,1,2019,23,0
Botafogo-RJ,RJ,Fluminense-RJ,RJ,0,1,2019,23,0
Csa-AL,AL,Avai-SC,SC,3,1,2019,23,1
Botafogo-RJ,RJ,Goias-GO,GO,3,1,2019,24,1
Csa-AL,AL,Internacional-RS,RS,1,0,2019,24,1
Fortaleza-CE,CE,Chapecoense-SC,SC,2,0,2019,24,1
Gremio-RS,RS,Ceara-CE,CE,2,1,2019,24,1
Bahia-BA,BA,Sao Paulo-SP,SP,0,0,2019,24,0
Cruzeiro-MG,MG,Fluminense-RJ,RJ,0,0,2019,24,0
Santos-SP,SP,Palmeiras-SP,SP,2,0,2019,24,1
Avai-SC,SC,Vasco da Gama-RJ,RJ,0,0,2019,24,0
Corinthians-SP,SP,Atletico-PR,PR,2,2,2019,24,0
Flamengo-RJ,RJ,Atletico-MG,MG,3,1,2019,24,1
Goias-GO,GO,Csa-AL,AL,1,0,2019,25,1
Fluminense-RJ,RJ,Bahia-BA,BA,2,0,2019,25,1
Palmeiras-SP,SP,Botafogo-RJ,RJ,1,0,2019,25,1
Internacional-RS,RS,Santos-SP,SP,0,0,2019,25,0
Ceara-CE,CE,Avai-SC,SC,1,0,2019,25,1
Atletico-PR,PR,Flamengo-RJ,RJ,0,2,2019,25,0
Vasco da Gama-RJ,RJ,Fortaleza-CE,CE,1,0,2019,25,1
Sao Paulo-SP,SP,Corinthians-SP,SP,1,0,2019,25,1
Atletico-MG,MG,Gremio-RS,RS,1,4,2019,25,0
Chapecoense-SC,SC,Cruzeiro-MG,MG,1,1,2019,25,0
Csa-AL,AL,Atletico-MG,MG,2,2,2019,26,0
Gremio-RS,RS,Bahia-BA,BA,0,1,2019,26,0
Fortaleza-CE,CE,Flamengo-RJ,RJ,1,2,2019,26,0
Cruzeiro-MG,MG,Sao Paulo-SP,SP,1,0,2019,26,1
Palmeiras-SP,SP,Chapecoense-SC,SC,1,0,2019,26,1
Goias-GO,GO,Corinthians-SP,SP,2,2,2019,26,0
Vasco da Gama-RJ,RJ,Botafogo-RJ,RJ,2,1,2019,26,1
Avai-SC,SC,Internacional-RS,RS,0,2,2019,26,0
Santos-SP,SP,Ceara-CE,CE,2,1,2019,26,1
Fluminense-RJ,RJ,Atletico-PR,PR,1,2,2019,26,0
Fortaleza-CE,CE,Gremio-RS,RS,2,1,2019,27,1
Corinthians-SP,SP,Cruzeiro-MG,MG,1,2,2019,27,0
Internacional-RS,RS,Vasco da Gama-RJ,RJ,0,1,2019,27,0
Sao Paulo-SP,SP,Avai-SC,SC,1,0,2019,27,1
Atletico-MG,MG,Santos-SP,SP,2,0,2019,27,1
Flamengo-RJ,RJ,Fluminense-RJ,RJ,2,0,2019,27,1
Atletico-PR,PR,Palmeiras-SP,SP,1,1,2019,27,0
Chapecoense-SC,SC,Goias-GO,GO,2,2,2019,27,0
Bahia-BA,BA,Ceara-CE,CE,1,2,2019,27,0
Botafogo-RJ,RJ,Csa-AL,AL,2,1,2019,27,1
Ceara-CE,CE,Vasco da Gama-RJ,RJ,1,1,2019,28,0
Corinthians-SP,SP,Santos-SP,SP,0,0,2019,28,0
Bahia-BA,BA,Internacional-RS,RS,2,3,2019,28,0
Fluminense-RJ,RJ,Chapecoense-SC,SC,1,1,2019,28,0
Cruzeiro-MG,MG,Fortaleza-CE,CE,1,1,2019,28,0
Sao Paulo-SP,SP,Atletico-MG,MG,2,0,2019,28,1
Atletico-PR,PR,Goias-GO,GO,4,1,2019,28,1
Gremio-RS,RS,Botafogo-RJ,RJ,3,0,2019,28,1
Avai-SC,SC,Palmeiras-SP,SP,1,2,2019,28,0
Flamengo-RJ,RJ,Csa-AL,AL,1,0,2019,28,1
Palmeiras-SP,SP,Sao Paulo-SP,SP,3,0,2019,29,1
Avai-SC,SC,Fortaleza-CE,CE,1,3,2019,29,0
Atletico-MG,MG,Chapecoense-SC,SC,0,2,2019,29,0
Ceara-CE,CE,Fluminense-RJ,RJ,2,0,2019,29,1
Vasco da Gama-RJ,RJ,Gremio-RS,RS,1,3,2019,29,0
Csa-AL,AL,Corinthians-SP,SP,2,1,2019,29,1
Santos-SP,SP,Bahia-BA,BA,1,0,2019,29,1
Goias-GO,GO,Flamengo-RJ,RJ,2,2,2019,29,0
Botafogo-RJ,RJ,Cruzeiro-MG,MG,0,2,2019,29,0
Internacional-RS,RS,Atletico-PR,PR,1,1,2019,29,0
Fortaleza-CE,CE,Atletico-MG,MG,2,2,2019,30,0
Palmeiras-SP,SP,Ceara-CE,CE,1,0,2019,30,1
Fluminense-RJ,RJ,Vasco da Gama-RJ,RJ,0,0,2019,30,0
Chapecoense-SC,SC,Sao Paulo-SP,SP,0,3,2019,30,0
Flamengo-RJ,RJ,Corinthians-SP,SP,4,1,2019,30,1
Atletico-PR,PR,Csa-AL,AL,1,0,2019,30,1
Gremio-RS,RS,Internacional-RS,RS,2,0,2019,30,1
Cruzeiro-MG,MG,Bahia-BA,BA,1,1,2019,30,0
Santos-SP,SP,Botafogo-RJ,RJ,4,1,2019,30,1
Goias-GO,GO,Avai-SC,SC,2,0,2019,30,1
Corinthians-SP,SP,Fortaleza-CE,CE,3,2,2019,31,1
Atletico-MG,MG,Goias-GO,GO,2,0,2019,31,1
Avai-SC,SC,Santos-SP,SP,1,2,2019,31,0
Vasco da Gama-RJ,RJ,Palmeiras-SP,SP,1,2,2019,31,0
Bahia-BA,BA,Chapecoense-SC,SC,1,1,2019,31,0
Atletico-PR,PR,Cruzeiro-MG,MG,0,0,2019,31,0
Ceara-CE,CE,Internacional-RS,RS,2,0,2019,31,1
Sao Paulo-SP,SP,Fluminense-RJ,RJ,0,2,2019,31,0
Botafogo-RJ,RJ,Flamengo-RJ,RJ,0,1,2019,31,0
Gremio-RS,RS,Csa-AL,AL,2,1,2019,31,1
Goias-GO,GO,Santos-SP,SP,0,3,2019,32,0
Palmeiras-SP,SP,Corinthians-SP,SP,1,1,2019,32,0
Cruzeiro-MG,MG,Atletico-MG,MG,0,0,2019,32,0
Sao Paulo-SP,SP,Atletico-PR,PR,0,1,2019,32,0
Internacional-RS,RS,Fluminense-RJ,RJ,2,1,2019,32,1
Flamengo-RJ,RJ,Bahia-BA,BA,3,1,2019,32,1
Fortaleza-CE,CE,Ceara-CE,CE,1,0,2019,32,1
Chapecoense-SC,SC,Gremio-RS,RS,0,1,2019,32,0
Csa-AL,AL,Vasco da Gama-RJ,RJ,0,3,2019,32,0
Botafogo-RJ,RJ,Avai-SC,SC,2,0,2019,32,1
Santos-SP,SP,Sao Paulo-SP,SP,1,1,2019,33,0
Fluminense-RJ,RJ,Atletico-MG,MG,1,1,2019,33,0
Gremio-RS,RS,Flamengo-RJ,RJ,0,1,2019,33,0
Bahia-BA,BA,Palmeiras-SP,SP,1,1,2019,33,0
Corinthians-SP,SP,Internacional-RS,RS,0,0,2019,33,0
Chapecoense-SC,SC,Ceara-CE,CE,1,0,2019,33,1
Atletico-PR,PR,Botafogo-RJ,RJ,1,0,2019,33,1
Fortaleza-CE,CE,Csa-AL,AL,3,0,2019,33,1
Vasco da Gama-RJ,RJ,Goias-GO,GO,1,1,2019,33,0
Cruzeiro-MG,MG,Avai-SC,SC,0,0,2019,33,0
Flamengo-RJ,RJ,Vasco da Gama-RJ,RJ,4,4,2019,34,0
Santos-SP,SP,Cruzeiro-MG,MG,4,1,2019,34,1
Goias-GO,GO,Bahia-BA,BA,4,3,2019,34,1
Atletico-MG,MG,Atletico-PR,PR,0,1,2019,34,0
Palmeiras-SP,SP,Gremio-RS,RS,1,2,2019,34,0
Botafogo-RJ,RJ,Corinthians-SP,SP,1,0,2019,34,1
Avai-SC,SC,Chapecoense-SC,SC,0,1,2019,34,0
Internacional-RS,RS,Fortaleza-CE,CE,2,2,2019,34,0
Ceara-CE,CE,Sao Paulo-SP,SP,1,1,2019,34,0
Csa-AL,AL,Fluminense-RJ,RJ,0,1,2019,34,0
Chapecoense-SC,SC,Botafogo-RJ,RJ,0,1,2019,35,0
Internacional-RS,RS,Goias-GO,GO,1,2,2019,35,0
Bahia-BA,BA,Atletico-MG,MG,1,1,2019,35,0
Atletico-PR,PR,Gremio-RS,RS,2,0,2019,35,1
Corinthians-SP,SP,Avai-SC,SC,3,0,2019,35,1
Flamengo-RJ,RJ,Ceara-CE,CE,4,1,2019,35,1
Fluminense-RJ,RJ,Palmeiras-SP,SP,1,0,2019,35,1
Fortaleza-CE,CE,Santos-SP,SP,2,1,2019,35,1
Sao Paulo-SP,SP,Vasco da Gama-RJ,RJ,1,0,2019,35,1
Cruzeiro-MG,MG,Csa-AL,AL,0,1,2019,35,0
Botafogo-RJ,RJ,Internacional-RS,RS,0,1,2019,36,0
Ceara-CE,CE,Atletico-PR,PR,1,1,2019,36,0
Goias-GO,GO,Fortaleza-CE,CE,1,2,2019,36,0
Avai-SC,SC,Fluminense-RJ,RJ,1,1,2019,36,0
Palmeiras-SP,SP,Flamengo-RJ,RJ,1,3,2019,36,0
Atletico-MG,MG,Corinthians-SP,SP,2,1,2019,36,1
Csa-AL,AL,Bahia-BA,BA,1,2,2019,36,0
Santos-SP,SP,Chapecoense-SC,SC,2,0,2019,36,1
Gremio-RS,RS,Sao Paulo-SP,SP,3,0,2019,36,1
Vasco da Gama-RJ,RJ,Cruzeiro-MG,MG,1,0,2019,36,1
Atletico-PR,PR,Santos-SP,SP,1,0,2019,37,1
Atletico-MG,MG,Botafogo-RJ,RJ,2,0,2019,37,1
Ceara-CE,CE,Corinthians-SP,SP,0,1,2019,37,0
Chapecoense-SC,SC,Csa-AL,AL,3,0,2019,37,1
Sao Paulo-SP,SP,Internacional-RS,RS,2,1,2019,37,1
Fluminense-RJ,RJ,Fortaleza-CE,CE,0,0,2019,37,0
Palmeiras-SP,SP,Goias-GO,GO,5,1,2019,37,1
Bahia-BA,BA,Vasco da Gama-RJ,RJ,1,1,2019,37,0
Gremio-RS,RS,Cruzeiro-MG,MG,2,0,2019,37,1
Flamengo-RJ,RJ,Avai-SC,SC,6,1,2019,37,1
Internacional-RS,RS,Atletico-MG,MG,2,1,2019,38,1
Cruzeiro-MG,MG,Palmeiras-SP,SP,0,2,2019,38,0
Fortaleza-CE,CE,Bahia-BA,BA,2,1,2019,38,1
Corinthians-SP,SP,Fluminense-RJ,RJ,1,2,2019,38,0
Santos-SP,SP,Flamengo-RJ,RJ,4,0,2019,38,1
Vasco da Gama-RJ,RJ,Chapecoense-SC,SC,1,1,2019,38,0
Botafogo-RJ,RJ,Ceara-CE,CE,1,1,2019,38,0
Avai-SC,SC,Atletico-PR,PR,0,0,2019,38,0
Goias-GO,GO,Gremio-RS,RS,3,2,2019,38,1
Csa-AL,AL,Sao Paulo-SP,SP,1,2,2019,38,0
Fortaleza-CE,CE,Atletico-PR,PR,0,2,2020,1,0
Coritiba-PR,PR,Internacional-RS,RS,0,1,2020,1,0
Sport-PE,PE,Ceara-CE,CE,3,2,2020,1,1
Flamengo-RJ,RJ,Atletico-MG,MG,0,1,2020,1,0
Santos-SP,SP,Red Bull Bragantino-SP,SP,1,1,2020,1,0
Gremio-RS,RS,Fluminense-RJ,RJ,1,0,2020,1,1
Botafogo-RJ,RJ,Bahia-BA,BA,1,2,2020,1,0
Corinthians-SP,SP,Atletico-GO,GO,0,0,2020,1,0
Goias-GO,GO,Sao Paulo-SP,SP,0,3,2020,1,0
Palmeiras-SP,SP,Vasco da Gama-RJ,RJ,1,1,2020,1,0
Red Bull Bragantino-SP,SP,Botafogo-RJ,RJ,1,1,2020,2,0
Atletico-PR,PR,Goias-GO,GO,2,1,2020,2,1
Atletico-MG,MG,Corinthians-SP,SP,3,2,2020,2,1
Atletico-GO,GO,Flamengo-RJ,RJ,3,0,2020,2,1
Bahia-BA,BA,Coritiba-PR,PR,1,0,2020,2,1
Ceara-CE,CE,Gremio-RS,RS,1,1,2020,2,0
Fluminense-RJ,RJ,Palmeiras-SP,SP,1,1,2020,2,0
Sao Paulo-SP,SP,Fortaleza-CE,CE,1,0,2020,2,1
Internacional-RS,RS,Santos-SP,SP,2,0,2020,2,1
Vasco da Gama-RJ,RJ,Sport-PE,PE,2,0,2020,2,1
Gremio-RS,RS,Corinthians-SP,SP,0,0,2020,3,0
Coritiba-PR,PR,Flamengo-RJ,RJ,0,1,2020,3,0
Palmeiras-SP,SP,Goias-GO,GO,1,1,2020,3,0
Atletico-MG,MG,Ceara-CE,CE,2,0,2020,3,1
Vasco da Gama-RJ,RJ,Sao Paulo-SP,SP,2,1,2020,3,1
Bahia-BA,BA,Red Bull Bragantino-SP,SP,2,1,2020,3,1
Fluminense-RJ,RJ,Internacional-RS,RS,2,1,2020,3,1
Atletico-GO,GO,Sport-PE,PE,1,1,2020,3,0
Fortaleza-CE,CE,Botafogo-RJ,RJ,0,0,2020,3,0
Santos-SP,SP,Atletico-PR,PR,3,1,2020,3,1
Flamengo-RJ,RJ,Gremio-RS,RS,1,1,2020,4,0
Red Bull Bragantino-SP,SP,Fluminense-RJ,RJ,2,1,2020,4,1
Atletico-PR,PR,Palmeiras-SP,SP,0,1,2020,4,0
Goias-GO,GO,Fortaleza-CE,CE,1,3,2020,4,0
Internacional-RS,RS,Atletico-GO,GO,3,0,2020,4,1
Botafogo-RJ,RJ,Atletico-MG,MG,2,1,2020,4,1
Corinthians-SP,SP,Coritiba-PR,PR,3,1,2020,4,1
Sport-PE,PE,Santos-SP,SP,0,1,2020,4,0
Sao Paulo-SP,SP,Bahia-BA,BA,1,1,2020,4,0
Ceara-CE,CE,Vasco da Gama-RJ,RJ,0,3,2020,4,0
Atletico-PR,PR,Fluminense-RJ,RJ,0,1,2020,5,0
Internacional-RS,RS,Atletico-MG,MG,1,0,2020,5,1
Goias-GO,GO,Atletico-GO,GO,2,0,2020,5,1
Flamengo-RJ,RJ,Botafogo-RJ,RJ,1,1,2020,5,0
Vasco da Gama-RJ,RJ,Gremio-RS,RS,0,0,2020,5,0
Palmeiras-SP,SP,Santos-SP,SP,2,1,2020,5,1
Red Bull Bragantino-SP,SP,Coritiba-PR,PR,1,2,2020,5,0
Sport-PE,PE,Sao Paulo-SP,SP,0,1,2020,5,0
Ceara-CE,CE,Bahia-BA,BA,2,0,2020,5,1
Corinthians-SP,SP,Fortaleza-CE,CE,1,1,2020,5,0
Botafogo-RJ,RJ,Internacional-RS,RS,0,2,2020,6,0
Fluminense-RJ,RJ,Vasco da Gama-RJ,RJ,2,1,2020,6,1
Bahia-BA,BA,Palmeiras-SP,SP,1,1,2020,6,0
Fortaleza-CE,CE,Red Bull Bragantino-SP,SP,3,0,2020,6,1
Sao Paulo-SP,SP,Corinthians-SP,SP,2,1,2020,6,1
Santos-SP,SP,Flamengo-RJ,RJ,0,1,2020,6,0
Coritiba-PR,PR,Sport-PE,PE,1,0,2020,6,1
Atletico-GO,GO,Ceara-CE,CE,0,2,2020,6,0
Atletico-MG,MG,Atletico-PR,PR,0,2,2020,6,0
Gremio-RS,RS,Goias-GO,GO,2,1,2020,6,1
Ceara-CE,CE,Fortaleza-CE,CE,1,0,2020,7,1
Fluminense-RJ,RJ,Atletico-GO,GO,1,1,2020,7,0
Goias-GO,GO,Corinthians-SP,SP,1,2,2020,7,0
Atletico-PR,PR,Red Bull Bragantino-SP,SP,1,1,2020,7,0
Bahia-BA,BA,Flamengo-RJ,RJ,3,5,2020,7,0
Botafogo-RJ,RJ,Coritiba-PR,PR,0,0,2020,7,0
Palmeiras-SP,SP,Internacional-RS,RS,1,1,2020,7,0
Santos-SP,SP,Vasco da Gama-RJ,RJ,2,2,2020,7,0
Gremio-RS,RS,Sport-PE,PE,1,2,2020,7,0
Atletico-MG,MG,Sao Paulo-SP,SP,3,0,2020,7,1
Flamengo-RJ,RJ,Fortaleza-CE,CE,2,1,2020,8,1
Corinthians-SP,SP,Botafogo-RJ,RJ,2,2,2020,8,0
Ceara-CE,CE,Santos-SP,SP,0,1,2020,8,0
Red Bull Bragantino-SP,SP,Palmeiras-SP,SP,1,2,2020,8,0
Internacional-RS,RS,Bahia-BA,BA,2,2,2020,8,0
Sao Paulo-SP,SP,Fluminense-RJ,RJ,3,1,2020,8,1
Vasco da Gama-RJ,RJ,Atletico-PR,PR,1,0,2020,8,1
Atletico-GO,GO,Gremio-RS,RS,1,1,2020,8,0
Coritiba-PR,PR,Atletico-MG,MG,0,1,2020,8,0
Sport-PE,PE,Goias-GO,GO,2,1,2020,8,1
Atletico-PR,PR,Botafogo-RJ,RJ,1,1,2020,9,0
Goias-GO,GO,Coritiba-PR,PR,3,3,2020,9,0
Fortaleza-CE,CE,Sport-PE,PE,1,0,2020,9,1
Sao Paulo-SP,SP,Red Bull Bragantino-SP,SP,1,1,2020,9,0
Fluminense-RJ,RJ,Flamengo-RJ,RJ,1,2,2020,9,0
Santos-SP,SP,Atletico-MG,MG,3,1,2020,9,1
Corinthians-SP,SP,Palmeiras-SP,SP,0,2,2020,9,0
Internacional-RS,RS,Ceara-CE,CE,2,0,2020,9,1
Bahia-BA,BA,Gremio-RS,RS,0,2,2020,9,0
Vasco da Gama-RJ,RJ,Atletico-GO,GO,1,2,2020,9,0
Atletico-PR,PR,Coritiba-PR,PR,1,0,2020,10,1
Santos-SP,SP,Sao Paulo-SP,SP,2,2,2020,10,0
Fluminense-RJ,RJ,Corinthians-SP,SP,2,1,2020,10,1
Gremio-RS,RS,Fortaleza-CE,CE,1,1,2020,10,0
Atletico-MG,MG,Red Bull Bragantino-SP,SP,2,1,2020,10,1
Bahia-BA,BA,Atletico-GO,GO,0,1,2020,10,0
Ceara-CE,CE,Flamengo-RJ,RJ,2,0,2020,10,1
Goias-GO,GO,Internacional-RS,RS,1,0,2020,10,1
Palmeiras-SP,SP,Sport-PE,PE,2,2,2020,10,0
Botafogo-RJ,RJ,Vasco da Gama-RJ,RJ,2,3,2020,10,0
Sao Paulo-SP,SP,Atletico-PR,PR,1,0,2020,11,1
